id,title,main_story,main_plus_extras,completionist,developers,publishers,platforms,genres
6074,Mini Ninjas,8,11,16,"IO Interactive, Magic Pockets","Eidos Interactive, Warner Bros. (USA)","PC, PlayStation 3, Wii, Xbox 360",Action-adventure
55140,Minit,1.5,2,3.5,"JW, Kitty, Jukio, Dom",Devolver Digital,"Nintendo Switch, PC, PlayStation 4, Xbox One","Top-Down, Scrolling, Action, Adventure"
6077,Minnesota Cuke and the Coconut Apes,3,5,8,Big Idea Interactve,Big Idea Productions,PC,"Action, Platform"
6083,Miracle Warriors: Seal of the Dark Lord,8,13.5,22.5,Kogado Software Products,Sega,Sega Master System,Role-playing
50603,Mirror (2017),5.5,7,13.5,SakuraGame,SakuraGame,PC,Role-Playing
18575,Mirror Mysteries,2,2.5,2,Easy Co,Strategy First,PC,Adventure
6085,Mirror's Edge,6,8,11.5,EA Digital Illusions CE,Electronic Arts,"PC, PlayStation 3, Xbox, Xbox 360, Xbox One","First-Person, Action, Platform, Shooter"
19181,Mirror's Edge: Catalyst,8.5,13,36,EA Digital Illusions CE,Electronic Arts,"PC, PlayStation 4, Xbox One","First-Person, Action, Open World, Platform, Shooter"
46452,Mirt. Tales of the Cold Land,0.333333333,0.566666667,1.5,Emanon Studios,RuVN,PC,Adventure
52407,Misao: Definitive Edition,3,3,3.5,Sen,Agm Playism,PC,Adventure
6086,Mischief Makers,5.5,6.5,8.5,Treasure,"Nintendo, Enix",Nintendo 64,Platformer
28080,MISSING: An Interactive Thriller - Episode One,0.783333333,0.816666667,0.95,Zandel Media,Zandel Media,PC,Adventure
6093,Mission: Impossible,10,11,40,"Ocean Software, Infogrames Entertainment (N64 Version), X-Ample Architectures (PlayStation Version)",Infogrames Entertainment Ocean Software (N64 Version),"Nintendo 64, PlayStation","Action, Third-person shooter"
6097,MissionForce: CyberStorm,6,9,14,Dynamix,Sierra Entertainment,PC,"Turn-Based, Tactical"
18081,Mobile Forces,1.5,5.5,5.5,Rage Software,"Majesco, Sold Out Software",PC,"First-Person, Shooter"
18994,Mobile Suit Gundam: Extreme Vs.,40,60,110,Namco Bandai Games,Namco Bandai Games,PlayStation 3,Fighting
15698,ModNation Racers: Road Trip,4,7,9,SCE San Diego Studio,Sony Computer Entertainment,PlayStation Vita,Racing
17900,Moebius: Empire Rising,9,9.5,10.5,Phoenix Online Studios,Pinkerton Road Studios,"Linux, Mac, PC","Point-and-Click, Third-Person, Adventure"
6125,Moero! Nekketsu Rhythm Damashii Osu! Tatakae! Ouendan 2,6.5,24,34.5,iNiS,Nintendo,Nintendo DS,Rhythm
38845,Moirai (2013),0.25,0.25,0.25,"Chris Johnson, Brad Barrett, John Oestmann","Chris Johnson, Brad Barrett, John Oestmann",PC,"Action, Role-Playing"
6128,Mole Mania,6.5,10,14.5,Nintendo EAD,Nintendo,"Game Boy, Nintendo 3DS",Puzzle
6129,Momodora II,1.5,1.5,1.5,rdein,rdein,PC,"Action, Platform"
19730,Momodora III,1.5,1.5,2.5,rdein,rdein,PC,"Action, Platform"
35555,Momodora: Reverie Under the Moonlight,4.5,5.5,9,Bombservice,AGM PLAYISM,"PC, Nintendo Switch, PlayStation 4, Xbox One","Third-Person, Action, Platform"
6131,Monaco: What's Yours is Mine,8,16,34,Pocketwatch Games,Majesco Entertainment,"PC, Xbox 360","Action, Tactical"
6132,Monday Night Combat,3,6,37.5,Uber Entertainment,"Microsoft Game Studios (Xbox 360), Uber Entertainment (PC)","PC, Xbox 360","Third-Person, Shooter, Action"
6136,Monkey Island 2: LeChuck's Revenge,7,7.5,7.5,LucasArts,LucasArts,"Amiga, Mobile, PC, PlayStation 3, Xbox 360, Xbox One","Point-and-Click, Adventure"
19013,Monochroma,4,4.5,5,Nowhere Studios,Nowhere Studios,"PC, Xbox One","Action, Adventure"
6140,Monopoly Streets,2,7,15,Electronic Arts,Electronic Arts,"PlayStation 3, Xbox 360",Board Game
62946,Monster Boy and the Cursed Kingdom,18,18.5,25,Game Atelier,FDG Entertainment,"Nintendo Switch, PlayStation 4, Xbox One","Action, Platform"
6146,Monster Hunter,48.5,87.5,1023,Capcom,Capcom,PlayStation 2,"Action, role-playing"
20548,Monster Hunter 2,39.5,62.5,259,Capcom,Capcom,PlayStation 2,"Action, Role-Playing"
6147,Monster Hunter 3 Ultimate,75.5,156,603,Eighting,Capcom,"Nintendo 3DS, Wii, Wii U","Action, Role-Playing"
21323,Monster Hunter 4 Ultimate,83.5,154,431,Capcom,"Capcom, Nintendo",Nintendo 3DS,"Action, Role-Playing"
6149,Monster Hunter Freedom,45,75.5,496,Capcom Production Studio 1,Capcom,PSP,"Action, Role-Playing"
6150,Monster Hunter Freedom 2,39,64.5,252,Capcom Production Studio 1,Capcom,PSP,"Action, Role-playing"
6151,Monster Hunter Freedom Unite,141,171,455,Capcom,Capcom,"PlayStation Vita, PSP",Action role-playing
38688,Monster Hunter Generations,58.5,114,257,Capcom,Capcom,"Nintendo 2DS, Nintendo 3DS","Action, Role-Playing"
47348,Monster Hunter Generations Ultimate,77,153,604,Capcom,Capcom,Nintendo Switch,"Action, Role-Playing"
6152,Monster Hunter Portable 3rd,43,160,460,Capcom,Capcom,"PlayStation 3, PSP","Action, Role-playing"
41916,Monster Hunter Stories,34.5,54,76.5,Marvelous,"Capcom, Nintendo",Nintendo 3DS,Role-Playing
6153,Monster Hunter Tri,61,150,336,Capcom Production Studio 1,Capcom,"Wii, Wii U",Action role-playing
52493,Monster Hunter: World,51,93,265,Capcom,Capcom,"PC, PlayStation 4, Xbox One","Action, Role-Playing"
17288,Monster Jam,5.5,7,11,Torus Games,Activision,PC,Racing
49406,Monster Jam Battlegrounds,4,5.5,6,Team6 Game Studios,GameMill Entertainment,"PlayStation 3, Xbox 360","Real-Time, Racing, Sports"
14183,Monster Jam: Path of Destruction,6,7,8.5,Virtuos,Activision,PlayStation 3,Racing
6155,Monster Kingdom: Jewel Summoner,26,26.5,118,Gaia,"JP: SCEI, NA: Atlus",PSP,Turn-based role-playing
6158,Monster Loves You!,0.833333333,2,6,Radial Games,Radial Games,"Mobile, PC","Adventure, Role-Playing"
18932,Monster Monpiece,21.5,35.5,50,Compile Heart,Idea Factory International,"PC, PlayStation Vita","Turn-Based, Card Game, Role-Playing"
6179,Monster Tale,7,10,13,DreamRift,Majesco Entertainment,Nintendo DS,Adventure/Pet Simulator
6182,Monster World IV,6.5,8,9,Westone,Sega,"PlayStation 3, Sega Mega Drive/Genesis, Wii, Xbox 360","Side, Action, Adventure"
25431,MonsterBag,3,4,4.5,Iguanabee,SCEA,PlayStation Vita,Puzzle
26953,Monstrum,5,9.5,17,Team Junkfish,Independent,PC,"First-Person, Roguelike, Survival Horror"
15858,Montague's Mount,3.5,5.5,8,PolyPusher Studios,Mastertronic,PC,"First-Person, Adventure, Survival Horror"
38995,Montaro,1,1.5,2.5,JCKSLAP,JCKSLAP,PC,Platform
23033,Monument Valley: Forgotten Shores,1,1,1.5,Ustwo,Ustwo,Mobile,Puzzle
6190,Moon,4.5,5.5,6,Renegade Kid,Mastiff,"Nintendo 3DS, Nintendo DS",First-person shooter
33004,Moon Hunters,1.5,6.5,24,Kitfox Games,Kitfox Games,"Nintendo Switch, PC, PlayStation 4","Action, Role-Playing"
30370,Moonbase 332,4,4,5.5,PatchNoteStudio,PatchNoteStudio,PC,"First-Person, Shooter"
6196,Moonbase Alpha,1,2,2.5,"Virtual Heroes, America's Army Game Studio",NASA Learning Technologies,PC,Simulation
36120,Moonlight,1,1,2.5,MonkeyMaw,MonkeyMaw,PC,Platform
56787,Moonlighter,13,20,24,Digital Sun,11 bit studios,"Nintendo Switch, PC, PlayStation 4, Xbox One","Action, Role-Playing"
25231,Mordheim: City of The Damned,12,56.5,68,Rogue Factor,Focus Home Interactive,PC,Role-Playing
24236,Morningstar: Descent to Deadrock,2,2,2,Red Herring Labs,Phoenix Online Studios,PC,"First-Person, Point-and-Click, Adventure"
31419,Morphine,2,2.5,2.5,Kerim Kumbasar,Kerim Kumbasar,PC,"Adventure, Survival Horror"
6201,Mortal Kombat (2011),8,16,100,NetherRealm Studios,Warner Bros. Interactive Entertainment,"PC, PlayStation 3, PlayStation Vita, Xbox 360",Fighting
6203,Mortal Kombat 3,2.5,6,18.5,Various,Various,"Arcade, PC, PlayStation, Sega Mega Drive/Genesis, Super Nintendo/Famicom",Fighting
6204,Mortal Kombat 4,1,6.5,7,"Midway Games, Eurocom, Digital Eclipse",Midway Games,"Game Boy Color, Nintendo 64, PC, PlayStation",Fighting
6207,Mortal Kombat II,2,7,14.5,Midway,Midway,"Arcade, Game Boy, PC, PlayStation, PlayStation 3, Sega Game Gear, Sega Master System, Sega Mega Drive/Genesis, Sega Saturn, Super Nintendo/Famicom, Xbox 360",Fighting
6209,Mortal Kombat Trilogy,1.5,2.5,10,"Avalanche Software (PlayStation), Williams Entertainment (N64), Point of View, Inc. (Saturn, PC)","Williams Entertainment (1996 releases), Midway Home (1997 and onwards releases), GT Interactive (PC and European release","Nintendo 64, PC, PlayStation",Fighting
6210,Mortal Kombat vs. DC Universe,4,7,12.5,"Midway Amusement Games, Warner Bros. Interactive Entertainment",Midway Games,"PlayStation 3, Xbox 360","Fighting, Adventure, Crossover"
21255,Mortal Kombat X,5,14,91,NetherRealm Studios,Warner Bros. Interactive Entertainment,"PC, PlayStation 4, Xbox One",Fighting
34194,Mortal Kombat XL,5.5,16,50.5,NetherRealm Studios,Warner Bros. Interactive Entertainment,"PC, PlayStation 4, Xbox One",Fighting
6211,Mortal Kombat: Armageddon,8.5,19.5,40.5,"Midway (PlayStation 2/Xbox), Just Games Interactive (Wii)",Midway,"PlayStation 2, Wii, Xbox",Fighting
6212,Mortal Kombat: Deadly Alliance,15.5,19,30.5,Midway,Midway,"Game Boy Advance, Nintendo GameCube, PlayStation 2, Xbox",Fighting
6213,Mortal Kombat: Deception,6,14.5,47.5,Midway,Midway,"Nintendo GameCube, PlayStation 2, Xbox",Fighting
6214,Mortal Kombat: Shaolin Monks,6,7.5,8,Paradox Development,Midway Games,"PlayStation 2, Xbox","Action, Adventure, Beat'em up"
6216,Mortal Kombat: Unchained,2,15,45,Just Games Interactive,Midway,PSP,Fighting
6217,Mortyr (2093 - 1944),3.5,4,4.5,Mirage Media,Interplay,PC,"First-Person, Shooter"
48441,Moss (2018),4,4.5,6,Polyarc,Polyarc,"HTC Vive, Oculus Rift, PC, PlayStation 4, PlayStation VR","Virtual Reality, Action, Adventure, Puzzle"
3035,Mother,16.5,21,26.5,"Nintendo, Ape",Nintendo,"Game Boy Advance, NES/Famicom, Wii U","Top-Down, Turn-Based, Role-Playing"
6220,Mother 3,24.5,29.5,32.5,"Nintendo, Brownie Brown, HAL Laboratory",Nintendo,"Game Boy Advance, PC, Wii","Top-Down, Turn-Based, Role-Playing"
22543,Mother Russia Bleeds,4,5.5,7,Le Cartel Studio,Devolver Digital,"PC, PlayStation 4",Beat 'em Up
58623,Mothergunship,4,7.5,16.5,"Grip Digital, Terrible Posture Games",Grip Digital,PC,"First-Person, Shooter"
6221,Moto Racer,1,2,6,Delphine Software International,Electronic Arts,"PC, PlayStation",Racing
20229,Motocross Madness (2013),4,5.5,12,Bongfish,Microsoft Studios,"Xbox 360, Xbox One",Racing
6225,Motocross Mania,2.5,3.5,5.5,Deibus Studios,Take 2,PlayStation,Racing
27012,MotoGP 15,15,21.5,80,Milestone,Milestone,"PC, PlayStation 4","Racing, Simulation"
6234,MotorStorm,14.5,18,20.5,Evolution Studios,Sony Computer Entertainment,PlayStation 3,Racing
6236,MotorStorm: Apocalypse,7,22.5,42,Evolution Studios,Sony Computer Entertainment,PlayStation 3,Racing
6238,MotorStorm: Pacific Rift,23.5,38,73.5,Evolution Studios,Sony Computer Entertainment,PlayStation 3,Racing
6239,MotorStorm: RC,6.5,12.5,16,Evolution Studios,Sony Computer Entertainment,"PlayStation 3, PlayStation Vita",Racing
6243,Mount & Blade,55,106,232,TaleWorlds,Paradox Interactive,PC,Simulation
6244,Mount & Blade: With Fire & Sword,25,33,64,"Snowberry Connection, Sich Studio, TaleWorlds, CD Projekt","Paradox Interactive, 1C Company, CD Projekt",PC,"First-Person, Third-Person, Real-Time, Open World, Role-Playing, Simulation, Strategy"
19735,MouseCraft,6,8,8,Crunching Koalas,Crunching Koalas,"PC, PlayStation 3, PlayStation 4, PlayStation Vita","Side, Puzzle, Strategy"
6250,Mr. Robot,14.5,17,20.5,Moonpod,Moonpod,PC,"Computer role-playing, Platform, Adventure"
43939,Mr. Shifty,4,5,6,Team Shifty,tinyBuild,"PC, Nintendo Switch, PlayStation 4","Top-Down, Action, Adventure"
6253,Ms. Pac-Man,1,2,2,Various,Various,"Arcade, Atari 2600, Game Boy, NES/Famicom, PC, PlayStation 4, Sega Mega Drive/Genesis, Super Nintendo/Famicom, Xbox 360, Xbox One","Top-Down, Action, Arcade"
6255,Ms. Splosion Man,8.5,9,30,Twisted Pixel Games,Microsoft Game Studios,"PC, Xbox 360, Xbox One","Action, platformer"
39925,Mu Cartographer,1.5,2.5,2.5,Titouan Millet,Titouan Millet,PC,Interactive Art
31265,Mu Complex,3.5,3.5,7,Studiocime,Studiocime,PC,Adventure
53722,Mulaka,7.5,9.5,10,Lienzo,Lienzo,"Nintendo Switch, PlayStation 4","Action, Adventure"
52879,Mumps,0.25,0.25,0.25,MrSandman,MrSandman,PC,Platform
20670,Munin,8,8.5,11.5,Gojira,Daedalic Entertainment,PC,"Point-and-Click, Third-Person, Platform, Puzzle"
11718,Muramasa Rebirth,11,21.5,31,Vanillaware,Aksys Games,PlayStation Vita,"Adventure, Role-Playing"
6263,Muramasa: The Demon Blade,12.5,25,32,Vanillaware,"JP: Marvelous Entertainment, NA: Ignition Entertainment, EU: Rising Star Games","PlayStation Vita, Wii, Wii U",Action role-playing
21113,Murasaki Baby,2.5,2.5,2.5,Ovosonico,Sony Computer Entertainment,PlayStation Vita,Scrolling
18971,Murdered: Soul Suspect,6.5,8.5,11,"Airtight Games, Square Enix Japan",Square Enix,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Third-Person, Adventure, Horror, Puzzle"
15296,MURI,0.883333333,1.5,2,"Ludosity, Remar Games",Ludosity,PC,Action
6265,Musaic Box,2,2,2,KranX Productions,KranX Productions,"Browser, PC","Point-and-Click, Hidden Object, Music/Rhythm, Puzzle"
6266,Musashi: Samurai Legend,15,18,22.5,Square Product Development Division 5,Square Enix,PlayStation 2,Action
30934,Mushroom 11,5,5.5,6,Untame,Untame,"Mobile, PC","Scrolling, Platform, Puzzle"
6273,Mushroom Men: The Spore Wars,4,5.5,7.5,Red Fly Studio,Gamecock Media Group,Wii,Platform
52459,Music Band Manager,7,12,16,Hamsters Gaming,Hamsters Gaming,PC,Simulation
15860,Mutant Mudds Deluxe,4.5,7,10.5,Renegade Kid,Renegade Kid,"Nintendo 3DS, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U","Third-Person, Real-Time, Action, Platform"
36379,Mutant Mudds: Super Challenge,7,11.5,14,Renegade Kid,Renegade Kid,"Nintendo 3DS, Nintendo Switch, Wii U","Action, Adventure"
62811,Mutant Year Zero: Road to Eden,13.5,16,22.5,The Bearded Ladies,Funcom,"PC, PlayStation 4, Xbox One",Strategy
6282,Muv-Luv,21,33,45.5,Age,"Age, 5pb.","PC, PlayStation Vita",Visual Novel
6283,Muv-Luv Alternative,50.5,55.5,61,Age,"Age, 5pb. (Xbox 360)","PC, PlayStation Vita",Visual Novel
6288,MX vs. ATV Reflex,19,22.5,24,"Rainbow Studios, Tantalus Studios",THQ,"PC, PlayStation 3, Xbox 360",Racing
26166,MXGP: The Official Motocross Videogame,12,13.5,16,Milestone,"Plug In Digital, Milestone","PC, PlayStation 4",Racing
36929,My Lady,0.566666667,0.716666667,0.8,Michaela Laws,Michaela Laws,PC,Visual Novel
34641,My Name is Mayo,0.716666667,0.716666667,0.866666667,Green Lava Studios,Green Lava Studios,"PC, PlayStation 4, PlayStation Vita",Point-and-Click
52787,My Time At Portia,59,82.5,150,Pathea Games,Team17 Digital,PC,"Role-Playing, Simulation"
14135,MySims Kingdom,11,12,30,EA Redwood Shores,Electronic Arts,"Nintendo DS, Wii",Simulation
6308,Myst,6,8,9,Cyan,"Br�derbund, Midway Games, Mean Hamster Software, Sunsoft","Mac, PC, PlayStation, PSP","First-Person, Adventure, Puzzle"
6309,Myst III: Exile,7,9.5,17.5,Presto Studios,Ubisoft,"PC, PlayStation 2",Graphic adventure
6310,Myst IV: Revelation,11.5,13,15.5,Ubisoft Montreal,Ubisoft,PC,Adventure
6311,Myst V: End of Ages,7,8.5,13,Cyan Worlds,Ubisoft,PC,Adventure
13623,Mysterium (1991),2,4.5,6.5,"Asmodee Digital, Playsoft",Asmik Ace Entertainment,Game Boy,"Role-Playing, Strategy"
6318,Mystery Dungeon: Shiren the Wanderer,22,29.5,44,"Chunsoft, Aquamarine","ChunSoft, Sega",Nintendo DS,Roguelike
36197,Mystery of Unicorn Castle: The Beastmaster,3,4,5.5,Meridian'93,1C Online Games,PC,Hidden Object
6330,Mystical Ninja Starring Goemon,9.5,9.5,10,Konami Computer Entertainment Osaka,Konami,Nintendo 64,"Action, Adventure"
26554,Mystik Belle,4,4.5,5.5,Last Dimension,Last Dimension,"PC, PlayStation 4","Third-Person, Action, Adventure"
36872,Mythic Wonders: The Philosopher's Stone,3,3.5,4,Organic 2 Digital Studio,Artifex Mundi,"Mac, PC",Hidden Object
38103,N.E.R.O.: Nothing Ever Remains Obscure,2,3,3.5,Storm in a Teacup,SOEDESCO Publishing,"PC, PlayStation 4, Xbox One","Adventure, Puzzle"
26340,N++,27.5,76.5,146,Metanet Software,Metanet Software,"PC, PlayStation 4",Platform
16793,NaissanceE,4,4,4,Limasse Five,Limasse Five,PC,"First-Person, Adventure"
29240,Namariel Legends: Iron Lord - Premium Edition,3,3.5,5,Shaman Games,PlayRIX,PC,"Point-and-Click, Adventure"
6357,Nanashi no Game,4,10,17,Epics,Square Enix,Nintendo DS,Survival Horror
14674,Nancy Drew: Shadow at the Water's Edge,7,7,14,Her Interactive,Her Interactive,"Mac, PC","First-Person, Adventure, Puzzle"
6364,Nancy Drew: The Captive Curse,6,7,8,Her Interactive,Her Interactive,PC,Adventure
14677,Nancy Drew: Trail of the Twister,3.5,4,4,Her Interactive,Her Interactive,PC,"First-Person, Adventure, Puzzle"
14678,Nancy Drew: Warnings at Waverly Academy,5,9,10.5,Her Interactive,Her Interactive,PC,"First-Person, Adventure, Puzzle"
6370,Nano Assault,3.5,3.5,9,Shin'en Multimedia,Majesco Entertainment,Nintendo 3DS,Shoot 'em up
6376,Napoleon: Total War,28.5,41.5,64.5,The Creative Assembly,"Sega, Typhoon Games",PC,"Turn-based strategy, Real-time tactics"
11989,Narc (1988),0.333333333,0.5,0.5,Williams,Williams,"Arcade, NES","Real-Time, Action, Arcade, Shooter"
6378,Narcissu,2,3,3.5,stage-nana,insani,"Linux, Mac, PC",Visual Novel
44841,Narcosis,3,4,4.5,Honor Code,Honor Code,"PC, Xbox One","First-Person, On-Rails, Adventure, Survival Horror"
12072,Naruto Shippuden: Ultimate Ninja 5,8,46,66,CyberConnect2,Namco Bandai,PlayStation 2,Fighting
12073,Naruto Shippuden: Ultimate Ninja Heroes 3,14,15,15.5,CyberConnect2,Bandai,PSP,Fighting
20881,Naruto Shippuden: Ultimate Ninja Impact,24,54.5,55,"CyberConnect2, Racjin",Namco Bandai Games America,PSP,Battle Arena
6389,Naruto Shippuden: Ultimate Ninja Storm 2,13.5,21,32.5,CyberConnect2,Namco Bandai Games,"Nintendo Switch, PC, PlayStation 3, PlayStation 4, Xbox 360",Fighting
6390,Naruto Shippuden: Ultimate Ninja Storm 3,12,19.5,29.5,CyberConnect2,Namco Bandai Games,"PC, PlayStation 3, Xbox 360",Fighting
34139,Naruto Shippuden: Ultimate Ninja Storm 4,8.5,17,30,CyberConnect2,Bandai Namco Entertainment,"PC, PlayStation 4, Xbox One","Action, Fighting"
6391,Naruto Shippuden: Ultimate Ninja Storm Generations,5.5,11,22,CyberConnect2,Namco Bandai Games,"PlayStation 3, Xbox 360",Fighting
21077,Naruto Shippuden: Ultimate Ninja Storm Revolution,3.5,21,134,CyberConnect2,Bandai Namco Games,"PC, PlayStation 3, Xbox 360",Fighting
6394,Naruto: Clash of Ninja,6,6,7.5,Eighting,"D3 Publisher, Tomy",Nintendo GameCube,Fighting
6395,Naruto: Clash of Ninja 2,2.5,7.5,12,Eighting,Tomy,Nintendo GameCube,Fighting
6396,Naruto: Clash of Ninja Revolution,1.5,10,14,Tomy,D3 Publisher,Wii,"Action, Adventure"
6403,Naruto: Path of the Ninja 2,8,10,23.5,TOSE,D3 Publisher,Nintendo DS,"Action, Adventure"
6404,Naruto: Rise of a Ninja,9.5,15,19,Ubisoft Montreal Studios,Ubisoft Entertainment Ubisoft Montreal Studios,Xbox 360,"Action, Adventure"
6405,Naruto: The Broken Bond,16.5,17.5,20.5,Ubisoft Montreal,Ubisoft,Xbox 360,"Fighting, Action Adventure"
6406,Naruto: Ultimate Ninja,6.5,14,52.5,cyberConnect2,Namco Bandai Games,PlayStation 2,Fighting
6407,Naruto: Ultimate Ninja 2,3,9,21,CyberConnect2,Namco Bandai Games,PlayStation 2,Fighting
6409,Naruto: Ultimate Ninja Heroes,7,16.5,35.5,CyberConnect2,Namco Bandai Games,PSP,Fighting
13781,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,14,21,24,CyberConnect2,Namco Bandai Games,PSP,Fighting
6410,Naruto: Ultimate Ninja Storm,12.5,14.5,26.5,CyberConnect2,Namco Bandai Games,"Nintendo Switch, PC, PlayStation 3, PlayStation 4",Fighting
49721,NASCAR Heat 2,5,54,55,Monster Games,704 Games Company,Xbox One,"Racing, Simulation"
6418,Nation Red,2,3,15.5,DiezelPower Studios,DiezelPower Studios,PC,Shooter
21264,Natural Doctrine,41,46,60,Kadokawa Games,NIS America,"PlayStation 3, PlayStation 4, PlayStation Vita","Role-Playing, Tactical"
6426,Nayuta no Kiseki,18.5,28,38.5,Falcom,Falcom,PSP,"Action, Role-Playing"
6436,NBA Jam (1993),13.5,17.5,19.5,Midway,Midway,"Game Boy, Sega Mega Drive/Genesis, Super Nintendo/Famicom",Sports
6438,NBA Jam Tournament Edition,8,12,28.5,Midway,Midway,"Sega Mega Drive/Genesis, Super Nintendo/Famicom",Sports
39261,Near Death,3,3.5,3.5,Orthogonal Games,Orthogonal Games,PC,"Action, Adventure"
19684,Nearwood,3,3,3.5,Magic Indie,Viva Media,PC,"Adventure, Hidden Object, Puzzle"
6467,NecroVisioN,9.5,17.5,26,The Farm 51,"1C Company, 505 Games, Aspyr Media",PC,First-Person Shooter
6468,NecroVisioN: Lost Company,4.5,6,9.5,The Farm 51,1C Company,PC,Action
26804,Need for Speed (2015),15,23,28,Ghost Games,Electronic Arts,"PC, PlayStation 4, Xbox One",Racing
6469,Need for Speed II,5,14,27,EA Canada,Electronic Arts,"PC, PlayStation",Racing
6470,Need for Speed III: Hot Pursuit,12,16.5,20.5,EA Canada,Electronic Arts,"PC, PlayStation",Racing
6472,Need for Speed: Carbon,12.5,13.5,21,"EA Black Box, EA UK",Electronic Arts,"Nintendo GameCube, PC, PlayStation 2, PlayStation 3, PSP, Wii, Xbox, Xbox 360",Racing
6473,Need for Speed: High Stakes,19.5,21,27,EA Canada,Electronic Arts,"PC, PlayStation",Racing
6474,Need for Speed: Hot Pursuit (2010),14,20.5,32,"Criterion Games, EA Digital Illusions CE, Exient Entertainment",Electronic Arts,"PC, PlayStation 3, Wii, Xbox 360",Racing
6475,Need for Speed: Hot Pursuit 2,11,13,16.5,"Black Box Games, EA Black Box, EA Seattle",EA Games,"Nintendo GameCube, PC, PlayStation, PlayStation 2, Xbox",Racing
6477,Need for Speed: Most Wanted,20.5,23.5,30.5,"EA Black Box, EA Redwood Shores, Ideaworks Game Studio (Mobile Version)",Electronic Arts,"Nintendo GameCube, PC, PlayStation 2, PlayStation 3, PSP, Xbox, Xbox 360",Racing
6478,Need for Speed: Most Wanted (2012),10,15,32.5,Criterion Games,Electronic Arts,"Mobile, PC, PlayStation 3, PlayStation Vita, Wii U, Xbox 360","Open World, Racing"
46292,Need for Speed: Payback,19,27.5,44,Ghost Games,Electronic Arts,"PC, PlayStation 4, Xbox One",Racing
6481,Need for Speed: ProStreet,10.5,15,15.5,EA Black Box,Electronic Arts,"PC, PlayStation 2, PlayStation 3, PSP, Wii, Xbox 360",Racing
14334,Need for Speed: Rivals,13.5,20.5,33,Ghost Games,Electronic Arts,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Arcade, Racing"
6482,Need for Speed: Shift,12.5,24,27.5,"Slightly Mad Studios, EA Bright Light",Electronic Arts,"PC, PlayStation 3, PSP, Xbox 360",Racing
6483,Need for Speed: The Run,4,6.5,12,"EA Black Box, Firebrand Games (3DS)","Electronic Arts, Sega (Japan)","Nintendo 3DS, PC, PlayStation 3, Wii, Xbox 360",Racing
6484,Need for Speed: Undercover,11,13.5,19.5,"EA Black Box, Exient Entertainment",Electronic Arts,"PC, PlayStation 2, PlayStation 3, PSP, Wii, Xbox 360",Racing
6485,Need for Speed: Underground,13.5,18,20.5,EA Black Box,EA Games,"Game Boy Advance, Nintendo GameCube, PC, PlayStation 2, Xbox, Xbox 360",Racing
